id,sex,race,region,born,hhsize,adults,age,agekdbrn,sibs,dwelling,wrkstat,degree,educ,paeduc,maeduc,speduc,happy,marital,hapmar,agemar,satjob,postlife,health,class,sei,pasei,masei,spsei,rincome,income,polviews,natroad,natmass,natsci,natchld,sexornt,newsfrom,intecon,inteduc,intspace,intintl,intmil,intenvir,helpful,cantrust,conmedic,coneduc,confinan,intrhome,tvhours
1459,FEMALE,OTHER,SOUTH WEST,YES,6,2,35,25,2,DETACHED 1-FAM HOUSE,WORKING PARTTIME,BACHELOR,18,16,15,12,VERY HAPPY,MARRIED,VERY HAPPY,23,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,63.5,63.5,80.3,38.1,$6000 TO 6999,$25000 OR MORE,,TOO LITTLE,ABOUT RIGHT,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,,5
1460,FEMALE,WHITE,SOUTH WEST,YES,3,2,45,35,2,DETACHED 1-FAM HOUSE,KEEPING HOUSE,GRADUATE,18,18,16,20,PRETTY HAPPY,MARRIED,VERY HAPPY,29,VERY SATISFIED,YES,,MIDDLE CLASS,63.5,62.5,25.5,88.6,$10000 - 14999,$25000 OR MORE,EXTREMELY LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,BISEXUAL,FAMILY,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,0
1461,FEMALE,WHITE,NORTH,YES,2,1,56,38,2,DETACHED 1-FAM HOUSE,TEMP NOT WORKING,PRIMARY/HIGH SCHOOL,15,19,14,3,VERY HAPPY,WIDOWED,,35,VERY SATISFIED,YES,,UPPER CLASS,97.2,86,33.1,94,$3000 TO 3999,$25000 OR MORE,MODERATE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,1
1462,FEMALE,WHITE,NORTH,YES,4,3,54,39,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,18,20,20,3,PRETTY HAPPY,NEVER MARRIED,,17,VERY SATISFIED,YES,EXCELLENT,MIDDLE CLASS,36.5,80.9,78.5,90,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,,21
1463,MALE,WHITE,NORTH,YES,2,2,59,25,6,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,9,10,12,NOT TOO HAPPY,MARRIED,PRETTY HAPPY,23,VERY SATISFIED,NO,EXCELLENT,WORKING CLASS,34.2,74,30,78.5,$25000 OR MORE,$25000 OR MORE,LIBERAL,ABOUT RIGHT,TOO MUCH,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,23
1464,FEMALE,WHITE,NORTH,YES,3,3,50,52,0,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,12,11,PRETTY HAPPY,NEVER MARRIED,,59,MOD. SATISFIED,YES,GOOD,WORKING CLASS,31.4,86.6,33.1,38,$25000 OR MORE,$25000 OR MORE,LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,YES,0
1465,FEMALE,WHITE,NORTH,YES,2,2,80,24,1,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,8,14,11,VERY HAPPY,MARRIED,VERY HAPPY,21,,YES,POOR,LOWER CLASS,38.4,38.1,36,61.9,,$25000 OR MORE,EXTREMELY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,8
1466,FEMALE,WHITE,NORTH,YES,4,2,26,20,3,ROW HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,12,20,18,12,NOT TOO HAPPY,NEVER MARRIED,,24,VERY DISSATISFIED,YES,FAIR,WORKING CLASS,66.1,92.3,73.2,18,,$25000 OR MORE,MODERATE,TOO LITTLE,ABOUT RIGHT,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,,,,,,YES,1
1467,FEMALE,WHITE,NORTH,YES,1,1,53,21,5,ROW HOUSE,WORKING FULLTIME,GRADUATE,18,13,12,7,PRETTY HAPPY,DIVORCED,,26,VERY SATISFIED,YES,,WORKING CLASS,78.5,28.6,32.4,20,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,HARDLY ANY,A GREAT DEAL,ONLY SOME,YES,2
1468,FEMALE,WHITE,NORTH,YES,3,3,51,21,5,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,16,12,13,VERY HAPPY,MARRIED,VERY HAPPY,20,VERY SATISFIED,YES,GOOD,WORKING CLASS,37.7,86.8,48,45.8,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,,,,,,YES,1
1469,MALE,WHITE,NORTH,YES,1,1,52,13,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,12,14,16,PRETTY HAPPY,DIVORCED,,43,MOD. SATISFIED,NO,GOOD,WORKING CLASS,66.1,38.1,38.9,20,,,MODERATE,ABOUT RIGHT,TOO LITTLE,,,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
1470,FEMALE,WHITE,NORTH,YES,1,1,75,24,4,DETACHED 1-FAM HOUSE,RETIRED,BACHELOR,16,18,12,19,PRETTY HAPPY,WIDOWED,,23,,YES,POOR,WORKING CLASS,73.2,40,64.1,26,,$20000 - 24999,SLGHTLY CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,,3
1471,FEMALE,WHITE,NORTH,YES,3,2,29,28,2,DETACHED 1-FAM HOUSE,WORKING PARTTIME,POST PRIMARY/HIGH SCHOOL,14,12,14,9,VERY HAPPY,MARRIED,VERY HAPPY,27,VERY SATISFIED,YES,EXCELLENT,WORKING CLASS,32.4,33.1,32.4,49.6,$5000 TO 5999,$25000 OR MORE,MODERATE,,,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,2
1472,FEMALE,WHITE,NORTH,YES,5,4,44,21,4,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,12,12,11,13,PRETTY HAPPY,MARRIED,VERY HAPPY,20,MOD. SATISFIED,YES,GOOD,WORKING CLASS,63.5,43.2,29.5,50.7,$10000 - 14999,$25000 OR MORE,MODERATE,TOO MUCH,ABOUT RIGHT,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,20
1473,FEMALE,WHITE,NORTH,YES,2,1,46,32,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,16,12,3,PRETTY HAPPY,SEPARATED,,29,MOD. SATISFIED,YES,GOOD,MIDDLE CLASS,38.5,76.4,38.4,31,$20000 - 24999,$25000 OR MORE,LIBERAL,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,FRIENDS COLLEAGUES,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,7
1474,FEMALE,WHITE,NORTH,YES,1,1,57,48,2,DETACHED 1-FAM HOUSE,RETIRED,GRADUATE,18,18,18,9,PRETTY HAPPY,WIDOWED,,61,,YES,FAIR,MIDDLE CLASS,73.2,69.7,53.9,37,,$25000 OR MORE,EXTREMELY LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,,BISEXUAL,RADIO,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,NO,2
1475,FEMALE,WHITE,NORTH,YES,6,3,20,14,4,DETACHED 1-FAM HOUSE,TEMP NOT WORKING,PRIMARY/HIGH SCHOOL,13,14,17,8,PRETTY HAPPY,NEVER MARRIED,,47,VERY SATISFIED,YES,EXCELLENT,UPPER CLASS,38.4,64.2,63,24,,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,HARDLY ANY,,16
1476,FEMALE,WHITE,NORTH,YES,2,2,30,30,3,DETACHED 1-FAM HOUSE,TEMP NOT WORKING,BACHELOR,17,18,10,4,PRETTY HAPPY,NEVER MARRIED,,26,A LITTLE DISSAT,,,MIDDLE CLASS,64.1,63.2,22,21,$15000 - 19999,$25000 OR MORE,SLIGHTLY LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,4
1477,FEMALE,WHITE,NORTH,YES,3,3,57,29,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,15,16,12,12,PRETTY HAPPY,MARRIED,PRETTY HAPPY,26,VERY SATISFIED,YES,,MIDDLE CLASS,38.4,33.1,33.1,31.4,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,5
1478,MALE,WHITE,NORTH,YES,4,2,56,26,0,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,18,20,VERY HAPPY,MARRIED,VERY HAPPY,24,VERY SATISFIED,,,MIDDLE CLASS,78.5,64.2,78.5,75.9,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,0
1479,FEMALE,BLACK,NORTH,YES,1,1,57,29,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,11,12,20,PRETTY HAPPY,DIVORCED,,25,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,73.2,28.4,22.5,50,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,5
1480,FEMALE,WHITE,NORTH,YES,2,2,21,39,2,2 UNITS SIDE BY SIDE,WORKING FULLTIME,LESS THAN PRIMARY/HIGH SCHOOL,11,14,13,15,NOT TOO HAPPY,NEVER MARRIED,,21,VERY SATISFIED,YES,,MIDDLE CLASS,32.4,49.6,33.1,50,$10000 - 14999,$15000 - 19999,MODERATE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,1
1481,FEMALE,WHITE,NORTH,YES,2,2,62,23,5,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,17,17,14,PRETTY HAPPY,MARRIED,PRETTY HAPPY,25,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,37.9,76.4,80.3,33.1,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO MUCH,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,1
1482,FEMALE,WHITE,NORTH,YES,1,1,81,25,2,APARTMENT HOUSE,KEEPING HOUSE,BACHELOR,16,16,12,20,PRETTY HAPPY,DIVORCED,,18,VERY SATISFIED,YES,,MIDDLE CLASS,56.6,78,73.2,32,,$10000 - 14999,CONSERVATIVE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,FRIENDS COLLEAGUES,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,3
1483,MALE,WHITE,NORTH,YES,2,2,52,21,6,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,12,12,12,NOT TOO HAPPY,MARRIED,VERY HAPPY,20,VERY SATISFIED,YES,EXCELLENT,WORKING CLASS,28.6,44.7,49,73.2,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,0
1484,MALE,WHITE,NORTH,YES,2,2,81,22,2,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,12,14,14,PRETTY HAPPY,MARRIED,PRETTY HAPPY,20,,YES,EXCELLENT,WORKING CLASS,37.3,48.5,80.3,69.7,,$15000 - 19999,CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,NO,2
1485,MALE,WHITE,NORTH,YES,1,1,51,30,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,16,16,1,PRETTY HAPPY,NEVER MARRIED,,55,MOD. SATISFIED,YES,EXCELLENT,MIDDLE CLASS,64.2,82,57,90,$10000 - 14999,$15000 - 19999,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,3
1486,FEMALE,WHITE,NORTH,YES,2,2,54,33,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,18,8,18,6,PRETTY HAPPY,DIVORCED,,26,VERY SATISFIED,YES,,MIDDLE CLASS,63.5,63.5,73.2,22,$20000 - 24999,$20000 - 24999,EXTREMELY LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,2
1487,FEMALE,WHITE,NORTH,YES,2,2,52,44,2,TRAILER,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,14,12,12,VERY HAPPY,MARRIED,VERY HAPPY,38,MOD. SATISFIED,NO,,WORKING CLASS,40.2,39,38.4,34.2,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,4
1488,FEMALE,WHITE,NORTH,YES,2,2,75,28,7,DETACHED 1-FAM HOUSE,RETIRED,BACHELOR,16,20,12,16,VERY HAPPY,MARRIED,VERY HAPPY,27,,YES,,MIDDLE CLASS,63.5,26,55.1,63.5,,$25000 OR MORE,MODERATE,TOO MUCH,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,HARDLY ANY,HARDLY ANY,YES,4
1489,FEMALE,WHITE,NORTH,YES,2,2,52,19,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,15,12,14,PRETTY HAPPY,MARRIED,PRETTY HAPPY,18,VERY SATISFIED,YES,,WORKING CLASS,37.9,64,95,48.6,$20000 - 24999,$25000 OR MORE,CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,ONLY SOME,ONLY SOME,A GREAT DEAL,NO,4
1490,MALE,WHITE,NORTH,YES,2,2,28,47,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,12,12,4,PRETTY HAPPY,NEVER MARRIED,,38,VERY SATISFIED,,,WORKING CLASS,25.8,38.1,91,26,$25000 OR MORE,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,FRIENDS COLLEAGUES,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,DEPENDS,USUALLY TRUSTED,ONLY SOME,HARDLY ANY,HARDLY ANY,NO,0
1491,FEMALE,WHITE,NORTH,YES,3,1,85,19,1,APARTMENT HOUSE,"UNEMPL, LAID OFF",PRIMARY/HIGH SCHOOL,10,10,10,20,PRETTY HAPPY,DIVORCED,,26,MOD. SATISFIED,YES,FAIR,LOWER CLASS,33.1,56,91,93,$15000 - 19999,$15000 - 19999,MODERATE,ABOUT RIGHT,,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,4
1492,MALE,WHITE,NORTH,YES,1,1,61,21,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,9,12,1,NOT TOO HAPPY,DIVORCED,,20,MOD. SATISFIED,YES,GOOD,UPPER CLASS,35.1,37.3,74,30,$25000 OR MORE,$25000 OR MORE,EXTREMELY LIBERAL,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,14
1493,MALE,WHITE,NORTH,YES,3,2,57,29,1,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,14,12,12,16,PRETTY HAPPY,MARRIED,NOT TOO HAPPY,25,,YES,EXCELLENT,WORKING CLASS,49.6,32.8,30.7,69.2,$25000 OR MORE,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,RADIO,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
1494,MALE,WHITE,NORTH,YES,3,3,60,17,5,DETACHED 1-FAM HOUSE,OTHER,LESS THAN PRIMARY/HIGH SCHOOL,8,19,11,4,PRETTY HAPPY,DIVORCED,,25,,NO,POOR,LOWER CLASS,31.3,74,33.1,58,,$20000 - 24999,MODERATE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,NO,8
1495,FEMALE,WHITE,NORTH,YES,2,2,24,19,7,APARTMENT HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,13,12,11,PRETTY HAPPY,NEVER MARRIED,,19,VERY SATISFIED,,GOOD,WORKING CLASS,50.3,62,38.5,60,$10000 - 14999,$20000 - 24999,SLIGHTLY LIBERAL,TOO LITTLE,TOO LITTLE,TOO MUCH,ABOUT RIGHT,BISEXUAL,INTERNET,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,0
1496,MALE,WHITE,NORTH,YES,1,1,50,29,5,DETACHED 1-FAM HOUSE,"UNEMPL, LAID OFF",PRIMARY/HIGH SCHOOL,12,4,12,12,NOT TOO HAPPY,NEVER MARRIED,,35,MOD. SATISFIED,,FAIR,WORKING CLASS,43.2,51,30.8,46,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO MUCH,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,12
1497,FEMALE,WHITE,NORTH,YES,1,1,91,24,2,DETACHED 1-FAM HOUSE,RETIRED,GRADUATE,17,10,10,5,PRETTY HAPPY,WIDOWED,,23,,NO,GOOD,WORKING CLASS,78.5,49.6,53,83,,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,NO,3
1498,MALE,WHITE,NORTH,YES,3,2,28,25,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,13,12,16,VERY HAPPY,MARRIED,VERY HAPPY,24,VERY SATISFIED,,,MIDDLE CLASS,32.8,32.8,92,56.6,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,YES,2
1499,FEMALE,WHITE,NORTH,YES,2,2,49,28,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,19,16,16,VERY HAPPY,DIVORCED,,26,MOD. SATISFIED,YES,,MIDDLE CLASS,50.5,92.3,18,50,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,DEPENDS,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,1
1500,MALE,WHITE,NORTH,YES,7,5,61,44,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,12,16,VERY HAPPY,MARRIED,VERY HAPPY,43,VERY SATISFIED,,EXCELLENT,MIDDLE CLASS,32.8,32.8,89,80.3,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,MAGAZINES,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
